obs,saison,mois,jour_mois,jour_semaine,horaire,jour_travail,vacances,meteo,velos,humidite,vent,temperature1,temperature2
1173,3,8,24,4,4,2,1,1,1663,51.75,41.04,27.48,29.5
1174,3,8,24,4,5,2,1,1,1261,61.6,34.76,25.28,27.4
1175,3,8,25,5,1,2,1,1,211,75.71,39.09,23.42,25
1176,3,8,25,5,2,2,1,2,1101,72.25,32.99,25.37,28.25
1177,3,8,25,5,3,2,1,3,342,77.75,2.82,25.13,28.5
1178,3,8,25,5,4,2,1,1,973,80.5,3.62,26.07,30.75
1179,3,8,25,5,5,2,1,1,915,80,22.85,21.89,22.8
1180,3,8,26,6,1,2,1,1,244,86.57,5.75,21.01,21.14
1181,3,8,26,6,2,2,1,1,1023,76.5,5.23,24.2,26
1182,3,8,26,6,3,2,1,2,913,61.5,5.63,28.42,32.75
1183,3,8,26,6,4,2,1,1,1491,67.25,18.51,27.96,32.5
1184,3,8,26,6,5,2,1,1,990,80,11.91,25.65,29.6
1185,3,8,27,7,1,1,1,2,350,84,23.22,24.9,28
1186,3,8,27,7,2,1,1,2,465,82.75,40.23,24.9,28
1187,3,8,27,7,3,1,1,3,230,86,49.89,22.78,23.25
1188,3,8,27,7,4,1,1,3,70,89,68.66,22.08,22
1189,3,8,28,1,2,1,1,3,204,75.25,48.68,22.55,24
1190,3,8,28,1,3,1,1,1,1421,49.25,41.84,27.02,28.5
1191,3,8,28,1,4,1,1,1,1760,40.25,34.2,28.19,29.5
1192,3,8,28,1,5,1,1,1,949,59.2,11.91,23.58,25.4
1193,3,8,29,2,1,2,1,1,195,70.57,14.02,19.53,21.29
1194,3,8,29,2,2,2,1,1,991,54.25,25.75,21.38,24.75
1195,3,8,29,2,3,2,1,2,745,43,8.85,24.2,25.75
1196,3,8,29,2,4,2,1,1,1640,44.5,21.73,24.66,26
1197,3,8,29,2,5,2,1,1,1063,54,18.02,21.7,24.8
1198,3,8,30,3,1,2,1,1,207,73.43,13.8,17.38,18
1199,3,8,30,3,2,2,1,1,1205,53.5,19.31,21.85,23.75
1200,3,8,30,3,3,2,1,1,850,35.5,12.47,26.31,27
1201,3,8,30,3,4,2,1,1,1720,39.75,20.12,26.08,26.75
1202,3,8,30,3,5,2,1,1,1222,57.4,3.86,22.08,24.4
1203,3,8,31,4,1,2,1,1,202,74.57,1.38,18.59,19.86
1204,3,8,31,4,2,2,1,1,1177,65.25,5.23,22.08,24
1205,3,8,31,4,3,2,1,1,848,40.5,13.68,26.55,27.25
1206,3,8,31,4,4,2,1,1,1654,44.5,16.9,26.08,27.25
1207,3,8,31,4,5,2,1,1,1177,62.4,12.55,23.96,26.2
1208,3,9,1,5,1,2,1,1,246,77.29,8.51,19.39,20.72
1209,3,9,1,5,2,2,1,1,1185,70.25,10.06,21.84,23.75
1210,3,9,1,5,3,2,1,2,838,51,16.49,25.84,28
1211,3,9,1,5,4,2,1,1,1641,52.5,21.72,26.07,28
1212,3,9,1,5,5,2,1,1,1205,59.6,22.85,23.21,25.2
1213,3,9,2,6,1,2,1,1,224,77.57,14.25,20.74,22
1214,3,9,2,6,2,2,1,1,1075,80,15.29,21.14,22.5
1215,3,9,2,6,3,2,1,2,1014,67.25,15.29,23.73,25.75
1216,3,9,2,6,4,2,1,2,1537,63,20.11,24.43,26.5
1217,3,9,2,6,5,2,1,2,877,72.2,11.91,22.27,24.2
1218,3,9,3,7,1,1,1,1,279,71.29,19.54,21.54,23.57
1219,3,9,3,7,2,1,1,1,586,69,23.33,22.32,24.25
1220,3,9,3,7,3,1,1,1,1184,65.25,24.14,24.66,27
1221,3,9,3,7,4,1,1,1,1472,70,20.12,25.84,29
1222,3,9,3,7,5,1,1,1,963,80.8,14.48,24.15,26.6
1223,3,9,4,1,1,1,1,1,300,84.86,19.08,22.48,22.72
1224,3,9,4,1,2,1,1,1,586,77,17.7,23.49,25
1225,3,9,4,1,3,1,1,1,1552,66,25.35,27.95,32.25
1226,3,9,4,1,4,1,1,1,1479,64.25,24.95,28.42,33.25
1227,3,9,4,1,5,1,1,1,1023,71.6,25.75,26.22,29.8
1228,3,9,5,2,1,1,2,2,231,74.71,21.15,23.83,26
1229,3,9,5,2,2,1,2,2,538,74,18.51,23.73,25.5
1230,3,9,5,2,3,1,2,2,1407,71,17.7,26.08,29.25
1231,3,9,5,2,4,1,2,2,774,84,20.52,23.49,24.5
1232,3,9,5,2,5,1,2,3,401,91.6,35.08,21.52,21.6
1233,3,9,6,3,1,2,1,3,108,92,34.06,17.38,18
1234,3,9,6,3,2,2,1,2,827,82.5,41.04,17.38,18
1235,3,9,6,3,3,2,1,3,209,85.5,36.62,17.38,18
1236,3,9,6,3,4,2,1,3,859,91,41.85,17.38,18
1237,3,9,6,3,5,2,1,3,707,90.4,34.12,17.38,18
1238,3,9,7,4,1,2,1,3,121,94,19.08,18.19,18.72
1239,3,9,7,4,2,2,1,3,670,89.5,12.07,20.44,20
1240,3,9,7,4,3,2,1,3,68,92.25,0,19.73,18.75
1241,3,9,7,4,4,2,1,3,724,90.25,2.82,21.84,21.5
1242,3,9,7,4,5,2,1,3,413,91,11.59,21.7,21.2
1243,3,9,8,5,1,2,1,3,93,95,11.54,20.98,19.5
1244,3,9,8,5,2,2,1,3,508,95.5,16.09,21.38,19.75
1245,3,9,8,5,3,2,1,2,446,87.5,32.19,23.49,24.5
1246,3,9,8,5,4,2,1,3,476,92.75,32.99,22.32,21.5
1247,3,9,8,5,5,2,1,3,319,97.6,16.74,21.33,19
1248,3,9,9,6,1,2,1,2,108,96.57,20,21.27,19.29
1249,3,9,9,6,2,2,1,3,561,97,15.69,21.14,19
1250,3,9,9,6,3,2,1,1,417,85.25,4.83,23.49,24.75
1251,3,9,9,6,4,2,1,1,1388,72.5,15.69,25.84,29
1252,3,9,9,6,5,2,1,1,1070,92,7.41,22.08,21.4
1253,3,9,10,7,1,1,1,1,321,95.29,9.66,19.93,19.57
1254,3,9,10,7,2,1,1,1,696,78.5,22.93,22.08,23
1255,3,9,10,7,3,1,1,1,1493,58.5,28.16,26.31,29
1256,3,9,10,7,4,1,1,1,1731,55.75,22.53,26.55,28.75
1257,3,9,10,7,5,1,1,1,1104,74.2,7.08,22.64,23.8
1258,3,9,11,1,1,1,1,1,385,83.71,10.12,20.6,21.43
1259,3,9,11,1,2,1,1,1,692,76.25,0,22.55,23.75
1260,3,9,11,1,3,1,1,1,1505,61.5,10.46,25.6,27.75
1261,3,9,11,1,4,1,1,1,1606,54.5,27.76,25.6,27.5
1262,3,9,11,1,5,1,1,1,858,71.6,14.81,21.14,23
1263,3,9,12,2,1,2,1,1,167,87.33,3.49,18.16,18.83
1264,3,9,12,2,2,2,1,1,1025,73,6.84,21.38,23
1265,3,9,12,2,3,2,1,1,701,53.5,17.7,25.84,27.75
1266,3,9,12,2,4,2,1,1,1671,50.25,12.07,25.84,27.75
1267,3,9,12,2,5,2,1,1,1149,72.2,10.62,22.27,23.8
1268,3,9,13,3,1,2,1,1,192,85.14,4.83,19.13,19.86
1269,3,9,13,3,2,2,1,1,1136,75.5,11.27,21.38,22.75
1270,3,9,13,3,3,2,1,1,714,55.25,26.96,26.08,27.75
1271,3,9,13,3,4,2,1,1,1590,53.5,24.54,26.31,27.75
1272,3,9,13,3,5,2,1,1,1131,75.4,16.42,22.64,24
1273,3,9,14,4,1,2,1,1,239,83.71,9.43,20.2,21.14
1274,3,9,14,4,2,2,1,1,1143,78.5,15.29,22.08,23.25
1275,3,9,14,4,3,2,1,1,678,57.75,23.34,27.25,29.75
1276,3,9,14,4,4,2,1,1,1638,53.75,26.55,27.48,30
1277,3,9,14,4,5,2,1,2,1087,65.4,21.24,23.77,25.8
1278,3,9,15,5,1,2,1,1,232,74.71,13.11,21.01,22.72
1279,3,9,15,5,2,2,1,2,1059,73.25,25.34,22.08,24
1280,3,9,15,5,3,2,1,2,697,66,30.58,22.78,24.75
1281,3,9,15,5,4,2,1,2,862,73.75,52.71,16.68,17.75
1282,3,9,15,5,5,2,1,1,809,65.4,35.09,13.24,13.6
1283,3,9,16,6,1,2,1,1,219,71.14,25.52,10.8,11
1284,3,9,16,6,2,2,1,1,1058,61,28.16,12.91,13.25
1285,3,9,16,6,3,2,1,2,878,45.75,8.05,16.68,17.25
1286,3,9,16,6,4,2,1,2,1609,48.25,18.51,16.68,17.25
1287,3,9,16,6,5,2,1,2,996,59.8,5.47,15.31,15.8
1288,3,9,17,7,1,1,1,1,327,73.43,15.63,13.62,14
1289,3,9,17,7,2,1,1,2,571,72.25,25.75,14.32,14.75
1290,3,9,17,7,3,1,1,2,1385,68.75,22.53,16.44,17
1291,3,9,17,7,4,1,1,1,1347,71,24.14,16.68,17.25
1292,3,9,17,7,5,1,1,1,881,72.4,18.35,15.5,16
1293,3,9,18,1,1,1,1,1,335,78.43,24.6,12.95,13.29
1294,3,9,18,1,2,1,1,1,513,70.75,24.14,14.32,14.75
1295,3,9,18,1,3,1,1,1,1368,62,16.9,17.85,18.5
1296,3,9,18,1,4,1,1,2,1348,62,16.09,18.56,19.25
1297,3,9,18,1,5,1,1,2,710,68,12.23,17.38,18
1298,3,9,19,2,1,2,1,2,214,74.86,17.24,15.9,16.43
1299,3,9,19,2,2,2,1,2,1072,72.75,17.7,16.91,17.5
1300,3,9,19,2,3,2,1,2,693,61,12.07,19.73,22
1301,3,9,19,2,4,2,1,2,1558,63,17.7,19.5,21.75
1302,3,9,19,2,5,2,1,2,1002,69,16.42,18.32,19
1303,3,9,20,3,1,2,1,2,189,85.14,20,17.51,18.15
1304,3,9,20,3,2,2,1,3,637,91,21.73,17.62,18.25
1305,3,9,20,3,3,2,1,2,331,91,17.7,18.56,19.25
1306,3,9,20,3,4,2,1,2,1459,81.75,12.88,20.44,21.5
1307,3,9,20,3,5,2,1,1,1025,92.8,0,18.51,19.2
1308,3,9,21,4,1,2,1,2,211,97.43,8.97,17.38,18
1309,3,9,21,4,2,2,1,2,1133,97,10.46,18.32,18.75
1310,3,9,21,4,3,2,1,2,733,77.25,16.5,22.32,23.75
1311,3,9,21,4,4,2,1,2,1410,76.25,14.49,22.78,24.25
1312,3,9,21,4,5,2,1,3,865,95.2,4.19,20.76,19
1313,3,9,22,5,1,2,1,2,207,94.86,11.04,20.2,17.86
1314,3,9,22,5,2,2,1,2,1049,95.75,18.51,20.91,19
1315,3,9,22,5,3,2,1,2,717,84.5,20.92,22.79,23.5
1316,3,9,22,5,4,2,1,2,1596,78.5,13.28,23.25,24.5
1317,3,9,22,5,5,2,1,2,1226,93.2,8.69,21.52,20.4
1318,4,9,23,6,1,2,1,2,250,97.43,4.37,20.6,18.29
1319,4,9,23,6,2,2,1,3,717,97,13.68,21.14,19
1320,4,9,23,6,3,2,1,3,108,98.5,10.46,20.67,18
1321,4,9,23,6,4,2,1,3,450,97,2.82,20.67,18.5
1322,4,9,23,6,5,2,1,1,870,96.4,12.87,20.2,18.6
1323,4,9,24,7,1,1,1,2,302,94.86,8.97,18.86,19.57
1324,4,9,24,7,2,1,1,2,635,88.5,10.06,19.5,19.75
1325,4,9,24,7,3,1,1,2,1643,79.5,8.45,21.84,23
1326,4,9,24,7,4,1,1,2,1727,76,11.67,22.55,24
1327,4,9,24,7,5,1,1,1,1116,86,3.86,20.95,21.2
1328,4,9,25,1,1,1,1,3,490,90.57,6.67,20.2,19.15
1329,4,9,25,1,2,1,1,2,554,87,3.62,21.38,20.75
1330,4,9,25,1,3,1,1,2,1490,77,3.62,23.26,24.5
1331,4,9,25,1,4,1,1,1,1641,74,0,23.96,25.75
1332,4,9,25,1,5,1,1,1,835,88.4,10.95,21.52,21
1333,4,9,26,2,1,2,1,2,203,91.43,5.98,21.14,20.43
1334,4,9,26,2,2,2,1,2,1046,91.5,10.46,21.61,21
1335,4,9,26,2,3,2,1,2,709,75.5,19.31,24.43,26.75
1336,4,9,26,2,4,2,1,1,1645,70,14.48,24.66,26.75
1337,4,9,26,2,5,2,1,1,1027,89.6,13.52,21.89,21.6
1338,4,9,27,3,1,2,1,1,224,94,10.58,21.14,20
1339,4,9,27,3,2,2,1,2,991,91.5,15.29,21.84,21.25
1340,4,9,27,3,3,2,1,2,588,82.75,15.29,23.73,25
1341,4,9,27,3,4,2,1,2,1349,86,18.91,23.02,23.75
1342,4,9,27,3,5,2,1,1,968,85.2,6.76,20.76,21.2
1343,4,9,28,4,1,2,1,1,202,90.57,7.82,20.2,19.15
1344,4,9,28,4,2,2,1,3,756,94,16.5,20.91,19.5
1345,4,9,28,4,3,2,1,2,667,74.5,16.49,24.43,26.75
1346,4,9,28,4,4,2,1,1,1576,73.25,21.72,24.43,26.25
1347,4,9,28,4,5,2,1,3,706,87.2,22.21,20.76,20.6
1348,4,9,29,5,1,2,1,2,213,93.14,17.93,20.2,18.57
1349,4,9,29,5,2,2,1,1,1066,78.5,15.69,20.91,22
1350,4,9,29,5,3,2,1,1,731,58.5,22.93,22.55,25
1351,4,9,29,5,4,2,1,1,1691,43.5,34.2,23.25,25.5
1352,4,9,29,5,5,2,1,1,1138,60.8,6.12,19.07,21.2
1353,4,9,30,6,1,2,1,1,233,82.14,15.63,16.44,17
1354,4,9,30,6,2,2,1,1,1158,74.25,14.89,18.09,19.5
1355,4,9,30,6,3,2,1,2,1003,52,24.54,22.32,25
1356,4,9,30,6,4,2,1,1,1707,51.25,28.57,20.91,23.75
1357,4,9,30,6,5,2,1,1,1101,53.8,30.58,16.82,17.4
1358,4,10,1,7,1,1,1,1,312,62.71,40.01,13.49,13.86
1359,4,10,1,7,2,1,1,3,353,75.25,35,11.04,11.25
1360,4,10,1,7,3,1,1,2,595,79.25,34.2,10.8,11
1361,4,10,1,7,4,1,1,2,786,77.5,26.96,10.8,11
1362,4,10,1,7,5,1,1,3,383,88.4,18.35,9.11,8
1363,4,10,2,1,1,1,1,3,139,87,28.28,7.85,4.86
1364,4,10,2,1,2,1,1,1,456,74.75,27.76,8.45,6
1365,4,10,2,1,3,1,1,2,1177,67.75,22.53,10.09,9.75
1366,4,10,2,1,4,1,1,3,720,84,21.72,8.92,6.75
1367,4,10,2,1,5,1,1,2,426,77,17.71,9.11,7.8
1368,4,10,3,2,1,2,1,1,156,79.86,7.82,8.65,8
1369,4,10,3,2,2,2,1,2,875,68.5,11.67,9.86,9.25
1370,4,10,3,2,3,2,1,2,511,71.25,14.08,11.04,11.25
1371,4,10,3,2,4,2,1,2,1226,76,11.67,10.8,11
1372,4,10,3,2,5,2,1,2,802,80.8,2.25,10.8,11
1373,4,10,4,3,1,2,1,1,191,84.14,9.66,10.8,11
1374,4,10,4,3,2,2,1,1,1022,73.25,28.16,13.15,13.5
1375,4,10,4,3,3,2,1,1,679,57.25,30.58,18.32,19
1376,4,10,4,3,4,2,1,1,1612,59,34.6,18.56,19.25
1377,4,10,4,3,5,2,1,1,952,71.4,18.35,15.69,16.2
1378,4,10,5,4,1,2,1,1,217,81.43,12.42,13.49,13.86
1379,4,10,5,4,2,2,1,1,1120,64,21.33,16.44,17
1380,4,10,5,4,3,2,1,1,793,42.75,30.18,21.38,25
1381,4,10,5,4,4,2,1,1,1648,48.5,27.76,21.61,25
1382,4,10,5,4,5,2,1,1,1048,72.8,10.94,16.63,17.2
1383,4,10,6,5,1,2,1,1,220,65.57,22.76,13.08,13.43
1384,4,10,6,5,2,2,1,1,1096,59.75,14.89,13.62,14
1385,4,10,6,5,3,2,1,1,756,46.75,7.25,18.32,19
1386,4,10,6,5,4,2,1,1,1648,52.75,14.89,18.56,19.25
1387,4,10,6,5,5,2,1,1,1045,78.8,8.37,14.37,14.8
1388,4,10,7,6,1,2,1,1,229,86.86,1.61,11.74,12
1389,4,10,7,6,2,2,1,1,1074,80.25,2.42,14.09,14.5
1390,4,10,7,6,3,2,1,1,1026,53,0,19.96,23.5
1391,4,10,7,6,4,2,1,1,1717,50.25,9.25,20.91,23.5
1392,4,10,7,6,5,2,1,1,939,60,0,16.44,17
1393,4,10,8,7,1,1,1,1,259,85.71,3.68,12.81,13.14
1394,4,10,8,7,2,1,1,1,730,82.5,2.42,14.32,14.75
1395,4,10,8,7,3,1,1,1,1793,46.75,5.23,20.67,23.75
1396,4,10,8,7,4,1,1,1,1699,44.75,8.85,21.61,25
1397,4,10,8,7,5,1,1,1,928,77.4,5.15,16.06,16.6
1398,4,10,9,1,1,1,1,1,342,88,1.38,13.08,13.43
1399,4,10,9,1,2,1,1,1,701,79.75,2.42,15.03,15.5
1400,4,10,9,1,3,1,1,1,1796,47,11.67,22.55,25.25
1401,4,10,9,1,4,1,1,1,1729,53,13.68,22.55,25
1402,4,10,9,1,5,1,1,1,943,82.2,8.69,17.19,17.8
1403,4,10,10,2,1,1,2,1,188,91.43,0,14.02,14.43
1404,4,10,10,2,2,1,2,1,852,80.25,4.43,16.44,17
1405,4,10,10,2,3,1,2,1,1422,47.75,4.83,24.66,26.25
1406,4,10,10,2,4,1,2,2,1718,48.5,8.05,23.96,25.75
1407,4,10,10,2,5,1,2,1,937,83,8.05,18.7,19.8
1408,4,10,11,3,1,2,1,2,197,89,8.51,16.57,17.14
1409,4,10,11,3,2,2,1,2,1142,77.25,8.85,18.79,20.5
1410,4,10,11,3,3,2,1,2,655,73,16.9,20.2,23
1411,4,10,11,3,4,2,1,2,1638,76.75,21.73,20.2,22.25
1412,4,10,11,3,5,2,1,2,931,82,24.14,18.88,19.6
1413,4,10,12,4,1,2,1,2,180,87.57,28.05,17.78,18.43
1414,4,10,12,4,2,2,1,2,973,88,43.46,17.38,18
1415,4,10,12,4,3,2,1,3,361,91,31.39,17.38,18
1416,4,10,12,4,4,2,1,3,523,92.5,22.53,17.62,18.25
1417,4,10,12,4,5,2,1,3,379,95.2,11.27,17.38,18
1418,4,10,13,5,1,2,1,2,113,97.43,9.66,17.38,18
1419,4,10,13,5,2,2,1,3,468,100,12.47,17.85,18.5
1420,4,10,13,5,3,2,1,2,484,83,9.66,21.84,22.25
1421,4,10,13,5,4,2,1,1,1178,79.5,24.94,22.08,23.25
1422,4,10,13,5,5,2,1,1,670,84,22.21,20.76,21.6
1423,4,10,14,6,1,2,1,1,195,93.14,16.55,18.59,19.29
1424,4,10,14,6,2,2,1,2,661,90,25.35,18.09,18.75
1425,4,10,14,6,3,2,1,3,450,73,28.16,18.09,19.5
1426,4,10,14,6,4,2,1,1,1478,42.75,32.59,19.5,22
1427,4,10,14,6,5,2,1,1,860,48.8,23.82,15.31,15.8
1428,4,10,15,7,1,1,1,1,291,62.86,16.09,12.55,12.86
1429,4,10,15,7,2,1,1,1,711,57,30.58,14.56,15
1430,4,10,15,7,3,1,1,1,1696,35.75,50.29,19.5,22.25
1431,4,10,15,7,4,1,1,1,1633,32.75,36.61,19.73,22
1432,4,10,15,7,5,1,1,1,886,43.6,17.06,15.31,15.8
1433,4,10,16,1,1,1,1,1,320,53.29,16.32,11.87,12.14
1434,4,10,16,1,2,1,1,1,684,53.5,21.72,14.09,14.5
1435,4,10,16,1,3,1,1,1,1721,36.25,30.58,19.5,22.25
1436,4,10,16,1,4,1,1,1,1611,44.75,45.47,19.73,22.25
1437,4,10,16,1,5,1,1,1,705,51.4,44.74,17.76,18.4
1438,4,10,17,2,1,2,1,1,211,55.71,31.04,17.11,17.71
1439,4,10,17,2,2,2,1,2,1064,49,23.34,15.73,16.25
1440,4,10,17,2,3,2,1,1,742,44.5,10.06,18.56,19.25
1441,4,10,17,2,4,2,1,1,1648,60,17.3,18.56,19.25
1442,4,10,17,2,5,2,1,1,905,77.4,6.76,15.88,16.4
1443,4,10,18,3,1,2,1,1,182,88.86,5.75,13.35,13.71
1444,4,10,18,3,2,2,1,1,1169,77.5,7.25,15.97,16.5
1445,4,10,18,3,3,2,1,2,736,42.75,14.89,21.14,25
1446,4,10,18,3,4,2,1,1,1704,58.75,18.51,20.2,23.25
1447,4,10,18,3,5,2,1,2,957,69.2,16.42,17.19,17.8
1448,4,10,19,4,1,2,1,2,94,84.67,20.38,16.13,16.67
1449,4,10,19,4,2,2,1,3,603,80.75,46.67,16.68,17.25
1450,4,10,19,4,3,2,1,3,482,94,27.76,16.91,17.5
1451,4,10,19,4,4,2,1,3,642,97,16.9,18.09,18.75
1452,4,10,19,4,5,2,1,2,603,92.8,23.17,19.64,19.6
1453,4,10,20,5,1,2,1,1,172,85.43,43.22,16.17,16.71
1454,4,10,20,5,2,2,1,1,1097,67.5,53.92,12.68,13
1455,4,10,20,5,3,2,1,1,647,49,58.74,14.79,15.25
1456,4,10,20,5,4,2,1,2,1357,50.25,42.65,14.32,14.75
1457,4,10,20,5,5,2,1,1,922,52.4,33.8,12.87,13.2
1458,4,10,21,6,1,2,1,1,223,68.43,20,9.46,8.43
1459,4,10,21,6,2,2,1,1,995,60.5,17.7,11.27,11
1460,4,10,21,6,3,2,1,1,818,45,30.98,15.5,16
1461,4,10,21,6,4,2,1,1,1458,48.75,28.16,14.33,14.75
1462,4,10,21,6,5,2,1,1,810,56.4,25.11,11.93,12.2
1463,4,10,22,7,1,1,1,1,251,64.43,13.33,10.26,10.43
1464,4,10,22,7,2,1,1,1,576,69,8.05,11.04,11
1465,4,10,22,7,3,1,1,1,1257,52.5,11.27,14.09,14.5
1466,4,10,22,7,4,1,1,1,1436,51.25,17.3,14.09,14.5
1467,4,10,22,7,5,1,1,1,788,73.6,0,11.18,11.4
1468,4,10,23,1,1,1,1,1,276,87,2.99,7.98,7.71
1469,4,10,23,1,2,1,1,1,541,80.25,8.45,9.86,9.25
1470,4,10,23,1,3,1,1,1,1569,60.25,22.53,15.5,16
1471,4,10,23,1,4,1,1,1,1416,58.25,16.09,15.97,16.5
1472,4,10,23,1,5,1,1,1,579,75,9.66,12.49,12.8
1473,4,10,24,2,1,2,1,1,171,83.43,6.67,10.8,11
1474,4,10,24,2,2,2,1,2,1007,86.5,18.51,11.98,12.25
1475,4,10,24,2,3,2,1,2,792,67,18.51,16.68,17.25
1476,4,10,24,2,4,2,1,1,1587,63,15.69,17.38,18
1477,4,10,24,2,5,2,1,1,630,80.6,9.98,14.18,14.6
1478,4,10,25,3,1,2,1,1,177,82.71,11.95,11.07,11.28
1479,4,10,25,3,2,2,1,1,1073,63.5,18.1,13.38,13.75
1480,4,10,25,3,3,2,1,1,764,41,34.6,17.62,18.25
1481,4,10,25,3,4,2,1,1,1622,38.25,13.68,17.85,18.5
1482,4,10,25,3,5,2,1,1,1051,69,16.41,13.43,13.8
1483,4,10,26,4,1,2,1,1,168,69.43,23.68,12.28,12.57
1484,4,10,26,4,2,2,1,2,1134,65.75,22.53,13.86,14.25
1485,4,10,26,4,3,2,1,3,497,62.25,17.71,17.62,18.25
1486,4,10,26,4,4,2,1,2,1190,77,9.66,16.44,17
1487,4,10,26,4,5,2,1,2,905,84.6,3.86,15.31,15.8
1488,4,10,27,5,1,2,1,3,114,90.57,1.38,14.16,14.57
1489,4,10,27,5,2,2,1,2,686,88,17.3,14.8,15.25
1490,4,10,27,5,3,2,1,3,271,86.75,11.67,15.73,16.25
1491,4,10,27,5,4,2,1,2,876,73.75,32.19,16.21,16.75
1492,4,10,27,5,5,2,1,1,712,64.6,51.5,10.42,9
1493,4,10,28,6,1,2,1,1,182,65.57,28.74,6.5,3.43
1494,4,10,28,6,2,2,1,1,938,60,26.55,6.57,3.5
1495,4,10,28,6,3,2,1,2,794,44.5,21.73,9.39,8.5
1496,4,10,28,6,4,2,1,2,1337,48,19.31,8.92,6.75
1497,4,10,28,6,5,2,1,3,496,67.4,24.46,7.23,4.4
1498,4,10,29,7,1,1,1,3,69,86.14,37.7,5.43,1
1499,4,10,29,7,2,1,1,3,59,88.5,37.82,4.69,0
1500,4,10,29,7,3,1,1,3,136,88.5,49.89,3.51,-2.5
1501,4,10,29,7,4,1,1,3,137,93,33.4,2.34,-2.75
1502,4,10,29,7,5,1,1,1,226,87,32.19,2.9,-1.8
1503,4,10,30,1,1,1,1,1,205,80.86,30.81,2.74,-2
1504,4,10,30,1,2,1,1,1,427,67.75,15.29,5.16,3.25
1505,4,10,30,1,3,1,1,1,1199,46,22.53,10.33,10
1506,4,10,30,1,4,1,1,1,1068,35.5,14.48,10.8,10.5
1507,4,10,30,1,5,1,1,1,432,66.8,6.44,8.73,8.8
1508,4,10,31,2,1,2,1,1,152,87,1.61,3.41,2.86
1509,4,10,31,2,2,2,1,2,915,78.25,8.85,6.1,5
1510,4,10,31,2,3,2,1,1,591,46.25,21.73,11.97,12.25
1511,4,10,31,2,4,2,1,1,1348,55.25,14.89,11.74,12
1512,4,10,31,2,5,2,1,2,663,72,16.42,9.67,8.6
1513,4,11,1,3,1,2,1,1,161,81.86,18.62,8.25,6.14
1514,4,11,1,3,2,2,1,1,1030,68.75,20.11,10.09,9
1515,4,11,1,3,3,2,1,1,610,53.5,17.3,14.8,15.25
1516,4,11,1,3,4,2,1,1,1450,50.25,15.29,13.62,14
1517,4,11,1,3,5,2,1,1,817,75.6,1.93,9.67,9.8
1518,4,11,2,4,1,2,1,1,156,83.57,0,6.23,6.14
1519,4,11,2,4,2,2,1,1,1084,81.5,2.42,7.98,8
1520,4,11,2,4,3,2,1,1,666,54.75,16.9,13.86,14.25
1521,4,11,2,4,4,2,1,1,1485,58.75,16.9,13.38,13.75
1522,4,11,2,4,5,2,1,1,795,72,13.52,9.86,9.4
1523,4,11,3,5,1,2,1,1,189,78.86,14.02,7.85,6.28
1524,4,11,3,5,2,2,1,2,968,79.75,15.29,8.68,7.75
1525,4,11,3,5,3,2,1,1,620,54.5,21.72,15.27,15.75
1526,4,11,3,5,4,2,1,1,1360,54.5,15.69,15.27,15.75
1527,4,11,3,5,5,2,1,1,837,75.6,9.01,11.36,11.6
1528,4,11,4,6,1,2,1,2,174,84,5.29,10.26,10.43
1529,4,11,4,6,2,2,1,2,1028,78.75,37.02,11.27,11.5
1530,4,11,4,6,3,2,1,2,754,55,44.66,13.15,13.5
1531,4,11,4,6,4,2,1,1,1381,37.5,43.05,12.68,13
1532,4,11,4,6,5,2,1,1,709,44.2,33.48,8.54,6
1533,4,11,5,7,1,1,1,1,186,52.86,33.8,5.7,1.57
1534,4,11,5,7,2,1,1,1,486,56.25,31.38,5.63,1.75
1535,4,11,5,7,3,1,1,1,1351,41,13.68,10.09,9.5
1536,4,11,5,7,4,1,1,1,1249,41.75,18.11,10.09,10
1537,4,11,5,7,5,1,1,1,654,64,0,6.66,6.6
1538,4,11,6,1,1,1,1,1,255,82.71,3.45,3.95,3.14
1539,4,11,6,1,2,1,1,2,550,78.75,10.06,6.1,4.75
1540,4,11,6,1,3,1,1,1,1300,54.5,12.07,12.91,13.25
1541,4,11,6,1,4,1,1,1,1094,59.75,18.51,13.15,13.5
1542,4,11,6,1,5,1,1,1,450,82.4,10.3,8.92,8.4
1543,4,11,7,2,1,2,1,1,159,91.29,0,6.91,6.86
1544,4,11,7,2,2,2,1,2,1018,96.5,9.66,7.04,5.75
1545,4,11,7,2,3,2,1,1,641,57.5,9.66,15.27,15.75
1546,4,11,7,2,4,2,1,1,1418,46.5,10.06,15.97,16.5
1547,4,11,7,2,5,2,1,1,799,76,6.12,10.42,10.2
1548,4,11,8,3,1,2,1,1,154,87.86,4.37,6.77,6.29
1549,4,11,8,3,2,2,1,1,1109,84.5,8.05,8.45,8
1550,4,11,8,3,3,2,1,1,707,52.5,14.48,16.44,17
1551,4,11,8,3,4,2,1,1,1438,47.5,14.48,17.14,17.75
1552,4,11,8,3,5,2,1,1,797,75.8,0,10.61,10.8
1553,4,11,9,4,1,2,1,1,162,88.71,0,7.17,7.14
1554,4,11,9,4,2,2,1,1,1080,87.25,2.82,7.98,8
1555,4,11,9,4,3,2,1,1,678,54.25,17.71,15.27,15.75
1556,4,11,9,4,4,2,1,1,1325,55.75,16.9,14.8,15.25
